"Connection
Origin",,"Connection
Termination",,"Data
Type","Article
Reported
Value","Article
Selected
Value?","Selected
Value
Date","Site Size
Relative
To Region","Site
Extension","Extended
Regions","Pathway
Tracer","Male or
Female","Primary
Collator","Additional
Collator",Reference Article,"Regional
Nomenclature
Applied","Additional
Annotations"
one,VISlm,one,RSPd,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to RSPd (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,RSPd,retro,absent,yes,11 2016,medium,v.small,RSPagl,Fluoro-Gold,male,"Swanson, L.W.",,van Groen & Wyss (1992) J. Comp. Neurol. 315:200-216.,other,See Fig. 2 & p. 202.
one,VISlm,one,RSPagl,retro,absent,yes,11 2016,large,no,,Fluoro-Gold,male,"Bota, M.","Swanson, L.W.",Risold et al. (1997) Brain Res. Brain Res. Rev. 24:197-254.,Swanson BM1 (1992),Bota et al. (2015).
one,VISlm,two,RSPagl,retro,absent,yes,11 2016,large,no,,Fluoro-Gold,male,"Swanson, L.W.",,Risold et al. (1997) Brain Res. Brain Res. Rev. 24:197-254.,Swanson BM1 (1992),
one,VISlm,one,AIv,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to AIv (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,AIv,retro,absent,yes,11 2016,large,large,"AId, CLA",Fluoro-Gold,male,"Swanson, L.W.",,Jasmin et al. (2004) J. Comp. Neurol. 468:425-440.,other,See p. 430.
one,VISlm,one,AId,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to AId (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,AId,retro,absent,yes,11 2016,large,large,"AId, CLA",Fluoro-Gold,male,"Swanson, L.W.",,Jasmin et al. (2004) J. Comp. Neurol. 468:425-440.,other,See p. 430.
one,VISlm,one,AIp,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to AIp (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,AIp,retro,absent,yes,11 2016,large,large,"AId, AIv, AIp, CLA, VISC, CP",WGA-HRP,unreported,"Swanson, L.W.",,Saper (1982) J. Comp. Neurol. 210:163-173.,other,"See Figs. 1, 2."
one,VISlm,one,GU,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to GU (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,GU,retro,absent,yes,11 2016,large,large,"AId, AIv, AIp, CLA, VISC, CP",WGA-HRP,unreported,"Swanson, L.W.",,Saper (1982) J. Comp. Neurol. 210:163-173.,other,"See Figs. 1, 2."
one,VISlm,one,VISC,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to VISC (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,VISC,retro,absent,yes,11 2016,large,large,"AId, AIv, AIp, CLA, VISC, CP",WGA-HRP,unreported,"Swanson, L.W.",,Saper (1982) J. Comp. Neurol. 210:163-173.,other,"See Figs. 1, 2."
one,VISlm,one,ORBv,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to ORBv (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,ORBv,retro,absent,yes,11 2016,large,small,ORBl,Fluoro-Gold,unreported,"Swanson, L.W.",,Reep et al. (1996) Exp. Brain Res. 111:215-232.,other,"See p. 223 & Fig. 5A for injection; compare with Swanson (2004) Atlas Level 5 (left), where ORBv is mislabeled ORBvl. No contralateral retrograde labeling is reported or illustrated for visual areas in general."
one,VISlm,one,ORBvl,retro,absent,yes,11 2016,medium,small,ORBl,Fluoro-Gold,unreported,"Bota, M.","Swanson, L.W.",Reep et al. (1996) Exp. Brain Res. 111:215-232.,other,Bota et al. (2015). See p. 219 & Fig. 4A for injection; compare with Swanson (2004) Atlas Level 7. VISlm is considerably caudal to the most caudal level illustrated (4 or 5 levels); compare Swanson (2004) Atlas Levels 38 & 39 with 41.
one,VISlm,two,ORBvl,retro,absent,yes,11 2016,medium,small,ORBl,Fluoro-Gold,unreported,"Swanson, L.W.",,Reep et al. (1996) Exp. Brain Res. 111:215-232.,other,See p. 219 & Fig. 4A for injection; compare with Swanson (2004) Atlas Level 7. No contralateral retrograde labeling is reported or illustrated for visual areas in general.
one,VISlm,one,ORBm,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to ORBm (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,ORBm,retro,absent,yes,11 2016,small-med,no,,Diamidino Yellow,unreported,"Swanson, L.W.",,Reep et al. (1996) Exp. Brain Res. 111:215-232.,other,See Fig. 1. No contralateral retrograde labeling is reported or illustrated for visual areas in general.
one,VISlm,one,ORBl,antero,absent,yes,11 2016,medium,small-med,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to ORBl (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,ORBl,retro,absent,yes,11 2016,large,small-med,AId,Fluoro-Gold,unreported,"Swanson, L.W.",,Reep et al. (1996) Exp. Brain Res. 111:215-232.,other,"See Figs. 6, 7. No contralateral retrograde labeling is reported or illustrated for visual areas in general."
one,VISlm,one,MOp,retro,weak-mod,yes,11 2016,small,no,,Fluoro Ruby,unreported,"Swanson, L.W.",,Mohammed & Jain (2016) J. Comp. Neurol. 524:3104-3123.,other,See Fig. 2B.
left,VISlm,right,MOp,retro,absent,yes,11 2016,medium,no,,Fluoro-Gold,unreported,"Bota, M.","Swanson, L.W.",Reep et al. (1990) J. Comp. Neurol. 294:262-280.,other,No retrograde label caudal to Fig. 4H (see p. 269); compare with Swanson (2004) Atlas Level 26.
left,VISlm,left,MOs,retro,weak,yes,11 2016,med-large,small,ACAd,Fluoro-Gold,unreported,"Swanson, L.W.",,Reep et al. (1990) J. Comp. Neurol. 294:262-280.,other,See Fig. 3H; compare with Swanson (2004) Atlas Level 42.
one,VISlm,two,MOs,retro,absent,yes,11 2016,medium,no,,Fluoro-Gold,male,"Swanson, L.W.",,Hoover & Vertes (2007) Brain Struct. Funct. 212:149-179.,Swanson BM2 (1998),See Fig. 1U.
one,VISlm,one,SSp,retro,weak,yes,11 2016,small-med,no,,Fluoro-Gold,unreported,"Swanson, L.W.",,Sieben et al. (2013) J. Neurosci. 33:5736-5749.,other,See Fig. 7C & p. 5745.
one,VISlm,two,SSp,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,SSs,antero,absent,yes,11 2016,small,large,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"A projection to the caudalmost part of SSs (their Par2) is interpreted as just caudal to SSs in Swanson (2004) Atlas Level 30; see p. 41, Fig. 4A."
one,VISlm,two,SSs,retro,absent,yes,11 2016,medium,unclear,"VISC, TEa",HRP,unreported,"Swanson, L.W.",,Guldin & Markowitsch (1983) J. Comp. Neurol. 215:135-153.,other,"See especially experiment R4, p. 146, and Table 1."
one,VISlm,one,PTLp,retro,weak-mod,yes,11 2016,medium,no,,Fluoro-Gold,unreported,"Bota, M.","Swanson, L.W.",Reep et al. (1994) Exp. Brain Res. 100:67-84.,other,Bota et al. (2015). See Fig. 2-I; compare with Swanson (2004) Atlas Level 43.
one,VISlm,two,PTLp,retro,absent,yes,11 2016,medium,no,,Fluoro-Gold,unreported,"Swanson, L.W.",,Reep et al. (1994) Exp. Brain Res. 100:67-84.,other,See Fig. 2-I; compare with Swanson (2004) Atlas Level 44.
one,VISlm,one,PERI,retro,absent,yes,11 2016,small,no,unclear,Diamidino Yellow,male,"Bota, M.","Swanson, L.W.",Burwell & Amaral (1998) J. Comp. Neurol. 398:179-205.,other,Bota et al. (2015). See Fig. 9H & compare with Swanson (2004) Atlas Level 44.
one,VISlm,two,PERI,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,ECT,retro,mod-strong,yes,11 2016,small-med,no,,Diamidino Yellow,male,"Bota, M.","Swanson, L.W.",Burwell & Amaral (1998) J. Comp. Neurol. 398:179-205.,other,"Bota et al. (2015). See Fig. 10F; compare with Swanson (2004) Atlas Levels 42, 43."
one,VISlm,two,ECT,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
right,VISlm,right,TEa,retro,unclear,yes,11 2016,medium,small,AUDp,Diamidino Yellow,unreported,"Swanson, L.W.",,Paperna & Malach (1991) J. Comp. Neurol. 308:432-456.,other,See Fig. 6B.
one,VISlm,two,TEa,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
right,VISlm,right,AUDv,retro,unclear,yes,11 2016,small-med,small-med,"TEa, AUDp",Fluoro-Gold,unreported,"Swanson, L.W.",,Paperna & Malach (1991) J. Comp. Neurol. 308:432-456.,other,See Fig. 5D along the whole lateral border of their area 18A.
one,VISlm,two,AUDv,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
right,VISlm,right,AUDp,retro,absent,yes,11 2016,small,no,,Fluoro-Gold,unreported,"Bota, M.","Swanson, L.W.",Paperna & Malach (1991) J. Comp. Neurol. 308:432-456.,other,"Bota et al. (2015). See Fig. 16B. One or two Fluoro-Gold retrogradely labeled neurons possibly shown in or near VISlm. More shown in Fig. 16C but here the injection spread to include the AUDd, which appears to project to VISlm."
one,VISlm,two,AUDp,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
right,VISlm,right,AUDd,retro,weak-mod,yes,11 2016,medium,small-med,"PTLp, AUDp",Diamidino Yellow,unreported,"Swanson, L.W.",,Paperna & Malach (1991) J. Comp. Neurol. 308:432-456.,other,See Fig. 16C.
one,VISlm,two,AUDd,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
right,VISlm,right,AUDpo,retro,absent,yes,11 2016,small,no,,Fluoro-Gold,unreported,"Swanson, L.W.",,Paperna & Malach (1991) J. Comp. Neurol. 308:432-456.,other,See Fig. 16A .
one,VISlm,two,AUDpo,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
right,VISlm,right,VISrl,retro,strong,yes,11 2016,small,no,,Fluoro-Gold,unreported,"Swanson, L.W.",,Paperna & Malach (1991) J. Comp. Neurol. 308:432-456.,other,See Fig. 13.
one,VISlm,two,VISrl,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,VISal,retro,v.strong,yes,11 2016,large,small,VISp,WGA-HRP,unreported,"Bota, M.","Swanson, L.W.",Sanderson et al. (1991) Exp. Brain Res. 85:324-334.,other,Bota et al. (2015). See Fig. 5A; labeled LM.
one,VISlm,two,VISal,retro,weak-mod,yes,11 2016,large,small,VISp,WGA-HRP,unreported,"Swanson, L.W.",,Sanderson et al. (1991) Exp. Brain Res. 85:324-334.,other,See Fig. 5A; labeled LM.
one,VISlm,one,VISlla,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,two,VISlla,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,VISll,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,two,VISll,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,VISli,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,two,VISli,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,VISlm,,identity,yes,05 2017,,,,,,,,,,
one,VISlm,two,VISlm,retro,moderate,yes,11 2016,large,small,VISp,WGA-HRP,male,"Swanson, L.W.",,Sanderson et al. (1991) Exp. Brain Res. 85:324-334.,other,"See Fig. 5B, labeled LM (on the side of the injection)."
right,VISlm,right,VISpl,retro,moderate,yes,11 2016,med-large,no,,WGA-HRP,unreported,"Bota, M.","Swanson, L.W.",Malach (1989) J. Neurosci. 9:3741-3752.,other,Bota et al. (2015). See Fig. 9 (compare with Fig. 1).
one,VISlm,two,VISpl,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
right,VISlm,right,VISp,retro,strong,yes,11 2016,small,no,,Fluoro-Gold,unreported,"Swanson, L.W.",,Paperna & Malach (1991) J. Comp. Neurol. 308:432-456.,other,See Fig. 14C.
one,VISlm,two,VISp,retro,weak-mod,yes,11 2016,medium,no,,WGA-HRP,unreported,"Swanson, L.W.",,Miller & Vogt (1984) Brain Res. 297:75-89.,other,"See Fig. 4B; compare with Swanson (2004) Atlas Levels 41, 42."
one,VISlm,one,VISam,retro,strong,yes,11 2016,medium,no,,Fluoro-Gold,unreported,"Swanson, L.W.",,Reep et al. (1994) Exp. Brain Res. 100:67-84.,other,See Fig. 5-I; compare left half of figure with Swanson (2004) Atlas Level 41.
one,VISlm,two,VISam,retro,absent,yes,11 2016,large,small,VISp,WGA-HRP,male,"Swanson, L.W.",,Sanderson et al. (1991) Exp. Brain Res. 85:324-334.,other,Entire cortex examined bilaterally (see Fig. 4A); no retrograde labeling reported in VISlm.
one,VISlm,one,VISpm,retro,v.strong,yes,11 2016,large,small,VISp,WGA-HRP,male,"Swanson, L.W.",,Sanderson et al. (1991) Exp. Brain Res. 85:324-334.,other,See Fig. 4B (area labeled LM).
one,VISlm,two,VISpm,retro,moderate,yes,11 2016,large,small,VISp,WGA-HRP,male,"Swanson, L.W.",,Sanderson et al. (1991) Exp. Brain Res. 85:324-334.,other,See Fig. 4B (area labeled LM on the side of the injection).
one,VISlm,one,NLOT3,antero,absent,yes,11 2016,small,med-large,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The large injection site (Fig. 4C) is centered in VISli; it includes small-medium involvement of VISlla & small involvement of VISal, VISlm; no mention is made of a projection to NLOT3 (see p. 41) although the entire cerebral hemispheres were examined (p. 38)."
one,VISlm,two,NLOT3,,no article,yes,11 2016,,,,,,"Swanson, L.W.",,,,
one,VISlm,one,BMAa,antero,absent,yes,11 2016,small-med,large,"VISlla, VISal, VISli",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,The large injection site (Fig. 4C) most probably includes at least small involvement of VISlm; no mention is made of a projection to BMAa (see p. 41) although the entire cerebral hemispheres were examined (p. 38).
one,VISlm,two,BMAa,retro,absent,yes,11 2016,small-med,no,,HRP,unreported,"Swanson, L.W.",,Veening (1978) Neurosci. Lett. 8:191-195.,other,See p. 192 & Fig. 2.
one,VISlm,one,BMAp,antero,absent,yes,11 2016,small-med,large,"VISli, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,The large injection site (Fig. 4C) most probably includes at least small involvement of VISlm; no mention is made of a projection to BMAp (see p. 41) although the entire cerebral hemispheres were examined (p. 38).
one,VISlm,two,BMAp,retro,absent,yes,11 2016,medium,small-med,BMAa,HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,See p. 35; whole brain examined (p. 47).
one,VISlm,one,BLAa,antero,absent,yes,11 2016,small-med,large,"VISli, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,The large injection site (Fig. 4C) most probably includes at least small involvement of VISlm; no mention is made of a projection to BLAa (see p. 41) although the entire cerebral hemispheres were examined (p. 38).
one,VISlm,two,BLAa,retro,absent,yes,11 2016,medium,no,,HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,"See pp. 34-35 and Fig. 7, and p. 47 (whole brain examined)."
one,VISlm,one,BLAp,antero,absent,yes,11 2016,small-med,large,"VISli, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,The large injection site (Fig. 4C) most probably includes at least small involvement of VISlm; no mention is made of a projection to BLAp (see p. 41) although the entire cerebral hemispheres were examined (p. 38).
one,VISlm,two,BLAp,retro,absent,yes,11 2016,medium,small-med,BLAa,HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,See pp. 34-35 & Fig. 5; whole brain examined (p. 47).
one,VISlm,one,LA,antero,absent,yes,11 2016,small-med,large,"VISli, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,The large injection site (Fig. 4C) most probably includes at least small involvement of VISlm; no mention is made of a projection to LA (see p. 41) although the entire cerebral hemispheres were examined (p. 38).
one,VISlm,two,LA,retro,absent,yes,11 2016,medium,no,,HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,See pp. 32-34 & Fig. 2; whole brain examined (p. 47).
one,VISlm,one,PA,retro,absent,yes,11 2016,small-med,no,,Fluoro-Gold,male,"Bota, M.","Swanson, L.W.",Canteras et al. (1992) J. Comp. Neurol. 324:143-179.,Swanson BM1 (1992),Bota et al. (2015).
one,VISlm,two,PA,retro,absent,yes,11 2016,small-med,no,,Fluoro-Gold,male,"Swanson, L.W.",,Canteras et al. (1992) J. Comp. Neurol. 324:143-179.,Swanson BM1 (1992),See p. 153.
one,VISlm,one,EPv,antero,absent,yes,11 2016,small-med,large,"VISli, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,The large injection site (Fig. 4C) most probably includes at least small involvement of VISlm; no mention is made of a projection to EPv (see p. 41) although the entire cerebral hemispheres were examined (p. 38).
one,VISlm,two,EPv,retro,absent,yes,11 2016,medium,no,,HRP,unreported,"Swanson, L.W.",,Ottersen (1980) J. Comp. Neurol. 194:267-289.,other,"See p. 279 (from the description, both sides of the brain were examined) and Fig. 10 (case RV23)."
one,VISlm,one,EPd,antero,absent,yes,11 2016,small-med,large,"VISli, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,The large injection site (Fig. 4C) most probably includes at least small involvement of VISlm; no mention is made of a projection to EPd (see p. 41) although the entire cerebral hemispheres were examined (p. 38).
